index,alias,name,is_closed,review_count,categories,rating,latitude,longitude,price,city,country,state,display_phone,distance
1435,cheffs-burger-belém,Cheff's Burger,False,4,Burgers; Sandwiches,3.5,-1.4428735724072,-48.4873615577817,$$,Belém,BR,PA,+55 91 3223-7110,12125.75943636574
1436,baviera-boutique-bar-belém,Baviera Boutique Bar,False,3,Brasseries,4.5,-1.4415272,-48.4852219,,Belém,BR,PA,+55 91 3352-5362,11908.776478730471
1437,empório-amazônico-restaurante-belém,Empório Amazônico Restaurante,False,1,Restaurants,3.0,-1.4238631,-48.4592857,,Belém,BR,PA,+55 91 3246-4665,9272.525546669996
1438,subway-belém,Subway,False,1,Fast Food,3.0,-1.4135,-48.4686562,,Belém,BR,PA,,8352.991665520807
1439,famiglia-muccini-joão-pessoa,Famiglia Muccini,False,10,Italian; Fondue,4.5,-7.113792,-34.824703,$$,João Pessoa,BR,PB,+55 83 3226-8588,7256.122914280497
1440,gulliver-restaurante-ltda-joão-pessoa,Gulliver Restaurante Ltda,False,5,Restaurants,5.0,-7.1135549,-34.8281147,$$$,João Pessoa,BR,PB,+55 83 3226-2504,6946.950857147133
1441,mangai-joão-pessoa,Mangai,False,20,Brazilian; Diners,3.5,-7.10335437883787,-34.8320035342962,$$,João Pessoa,BR,PB,+55 83 3226-1615,7279.156504535982
1442,canoa-dos-camarões-joão-pessoa,Canoa dos Camarões,False,3,Brazilian; Seafood,4.5,-7.1093471,-34.824665,$$,João Pessoa,BR,PB,+55 83 3247-2055,7510.119434824959
1443,toca-do-cajú-joão-pessoa,Toca do Cajú,False,5,Steakhouses,4.5,-7.11674544829148,-34.825267615426,$$,João Pessoa,BR,PB,+55 83 2107-8700,7041.991752761853
1444,fellini-ristorante-joão-pessoa,Fellini Ristorante,False,1,Italian,5.0,-7.1261454,-34.8237762,,João Pessoa,BR,PB,+55 83 3247-2846,6792.378075839206
1445,casa-nordeste-joão-pessoa,Casa Nordeste,False,1,Brazilian,5.0,-7.1123956,-34.8229236,,João Pessoa,BR,PB,+55 83 3191-8835,7415.017958613622
1446,flamboyant-cabo-branco,Flamboyant,False,1,Bistros; Cafes,5.0,-7.14458,-34.8121099,,Cabo Branco,BR,PB,+55 83 99921-1923,7659.245790705637
1447,aspargos-joão-pessoa,Aspargos,False,1,Restaurants,5.0,-7.12396,-34.8835182,,João Pessoa,BR,PB,,2299.52037165596
1448,picanha-do-bastos-joão-pessoa,Picanha do Bastos,False,5,Steakhouses,5.0,-7.1259796,-34.8616182,,João Pessoa,BR,PB,+55 83 3225-2858,3174.728508967868
1449,picanha-do-bastos-gold-joão-pessoa,Picanha do Bastos Gold,False,1,Steakhouses; Rodizios; Buffets,5.0,-7.117777,-34.823691,,João Pessoa,BR,PB,+55 83 3031-1099,7143.89669716962
1450,café-cultura-joão-pessoa,Café Cultura,False,1,Cafes,5.0,-7.12396,-34.8835182,,João Pessoa,BR,PB,,2530.438167983064
1451,tartaruga-burguer-joão-pessoa,Tartaruga Burguer,False,1,Food; Sandwiches,5.0,-7.1091337,-34.830883,,João Pessoa,BR,PB,+55 83 3248-1216,4144.991735320728
1452,the-w-restaurante-joão-pessoa,The W Restaurante,False,3,Seafood; American (Traditional); Asian Fusion,3.5,-7.1069408,-34.8274909,$$$$,João Pessoa,BR,PB,+55 83 3185-8881,7420.958309394167
1453,picuí-praia-joão-pessoa,Picuí Praia,False,1,Northeastern Brazilian,4.0,-7.091756,-34.836353,,João Pessoa,BR,PB,+55 83 3246-3377,7874.802221656992
1454,nau-manaíra,NAU,False,8,Seafood; Venues & Event Spaces,4.0,-7.110618,-34.829144,$$,Manaíra,BR,PB,+55 83 3021-8003,7030.975966137313
1455,pontal-do-cabo-joão-pessoa,Pontal do Cabo,False,3,Brazilian,5.0,-7.1459222,-34.8039754,,João Pessoa,BR,PB,+55 83 3247-4336,8258.682766227694
1456,rockabilly-sanduicheria-joão-pessoa-2,Rockabilly Sanduicheria,False,17,Burgers,4.0,-7.08943,-34.83574,$$,João Pessoa,BR,PB,+55 83 3246-8840,8103.552452421455
1457,picanha-do-bastos-praia-joão-pessoa,Picanha do Bastos Praia,False,1,Steakhouses; Buffets,5.0,-7.117214,-34.826085,,João Pessoa,BR,PB,+55 83 3247-4449,6937.897395894052
1458,restaurante-hao-joão-pessoa,Restaurante HAO,False,1,Asian Fusion; Modern European,4.0,-7.10786074789177,-34.8275426447746,,João Pessoa,BR,PB,+55 83 99175-6477,7352.117955285315
1459,sushi-bessa-joão-pessoa,Sushi Bessa,False,2,Japanese,5.0,-7.0850701,-34.8437691,,João Pessoa,BR,PB,+55 83 3246-7200,4144.991735320728
1460,tanabata-joão-pessoa,Tanabata,False,2,Japanese,5.0,-7.0866385,-34.8385353,$$$$,João Pessoa,BR,PB,+55 83 3246-6008,8205.850419889752
1461,bahamas-joão-pessoa,Bahamas,False,5,Brazilian,4.0,-7.0956502,-34.8335915,$$,João Pessoa,BR,PB,+55 83 3247-5877,7401.509721579317
1462,restaurante-porto-do-madeiro-joão-pessoa,Restaurante Porto do Madeiro,False,1,Restaurants,5.0,-7.1304498,-34.8235969,,João Pessoa,BR,PB,+55 83 3247-1594,6643.910421684664
1463,açaí-da-quadra-joão-pessoa,Açaí da Quadra,False,7,American (Traditional); Chocolatiers & Shops,4.5,-7.0956502,-34.8335915,$,João Pessoa,BR,PB,,7398.971088051013
1464,restaurante-boi-bumbá-joão-pessoa,Restaurante Boi Bumbá,False,2,Restaurants,4.5,-7.1306038,-34.823658,,João Pessoa,BR,PB,+55 83 3247-1594,6643.910421684664
1465,friberg-joão-pessoa,Friberg,False,9,Cafes,5.0,-7.1094851,-34.8245163,$$,João Pessoa,BR,PB,,7533.685352948279
1466,kyoto-sushi-bar-joão-pessoa,Kyoto Sushi Bar,False,3,Japanese,5.0,-7.1246567,-34.8245811,$,João Pessoa,BR,PB,,6741.485620784129
1467,a-cubata-joão-pessoa,A Cubata,False,3,Portuguese,4.5,-7.1150799,-34.8495293,$$$,João Pessoa,BR,PB,,4979.873384816021
1468,restaurante-toca-do-cajú-joão-pessoa,Restaurante Toca do Cajú,False,1,Steakhouses,4.0,-7.1161698,-34.8250185,$,João Pessoa,BR,PB,+55 83 3247-3002,7096.49031374451
1469,casa-do-bacalhau-joão-pessoa-3,Casa do Bacalhau,False,4,Portuguese,4.0,-7.107685,-34.827422,,João Pessoa,BR,PB,+55 83 3247-6775,7374.350136881633
1470,crustáceos-joão-pessoa,Crustáceos,False,1,Brazilian,5.0,-7.10818,-34.8325615,,João Pessoa,BR,PB,,6899.179076494896
1471,pizza-do-paulista-joão-pessoa-2,Pizza do Paulista,False,2,Italian,5.0,-7.1098483,-34.8318611,$$,João Pessoa,BR,PB,+55 83 3247-5808,6837.085301735067
1472,casa-do-pastel-joão-pessoa,Casa do Pastel,False,1,Fast Food,5.0,-7.1152902,-34.8804512,,João Pessoa,BR,PB,,3479.1793309841087
1473,palace-gourmet-joão-pessoa,Palace Gourmet,False,1,Restaurants,5.0,-7.1124883,-34.8228874,$$,João Pessoa,BR,PB,+55 83 3226-5106,7518.400633592698
1474,sapore-d-itália-joão-pessoa,Sapore D'itália,False,6,Italian; Pizza,4.0,-7.1252053,-34.8237919,$$,João Pessoa,BR,PB,+55 83 3247-3322,6803.88239096373
1475,sushi-bessa-2-joão-pessoa,Sushi Bessa 2,False,3,Japanese,3.5,-7.0979096,-34.844476,,João Pessoa,BR,PB,+55 83 3246-7200,6782.409770536826
1476,cozinha-roccia-joão-pessoa,Cozinha Roccia,False,1,Brazilian,4.0,-7.117529,-34.8245049,,João Pessoa,BR,PB,+55 83 98827-7480,7067.610840308086
1477,feijão-maravilha-joão-pessoa,Feijão Maravilha,False,1,Restaurants,5.0,-7.0984928,-34.8468541,$$,João Pessoa,BR,PB,+55 83 3246-1076,6574.480550278209
1478,empório-dos-sabores-joão-pessoa,Empório dos Sabores,False,1,American (Traditional),3.0,-7.1198559,-34.8733177,,João Pessoa,BR,PB,+55 83 3241-2438,3027.0815264769326
1479,the-outset-burger-joão-pessoa,The Outset Burger,False,1,Burgers,5.0,-7.11815083281209,-34.827151,,João Pessoa,BR,PB,,6785.219856983296
1480,alemão-joão-pessoa,Alemão,False,2,German,4.0,-7.1255102,-34.8237381,,João Pessoa,BR,PB,,7210.419047225676
1481,bar-do-flávio-joão-pessoa,Bar do Flávio,False,1,Northeastern Brazilian,4.0,-7.1077213,-34.8341599,,João Pessoa,BR,PB,+55 8387229193,6775.7864797872935
1482,china-taiwan-joão-pessoa,China Taiwan,False,8,Chinese,4.5,-7.1006203,-34.8335266,$$,João Pessoa,BR,PB,,7371.918775313136
1483,c-fé-cultura-joão-pessoa,C@fé Cultura,False,1,Cafes,4.0,-7.1375899,-34.8527985,,João Pessoa,BR,PB,,2756.932387447353
1484,bobs-joão-pessoa-3,Bob's,False,5,Fast Food; Sandwiches,3.0,-7.1526651,-34.838819,,João Pessoa,BR,PB,+55 83 3031-3111,4768.16364874525
1485,manus-lanche-joão-pessoa,Manu's Lanche,False,1,Fast Food,5.0,-7.1029248,-34.8377151,,João Pessoa,BR,PB,,6851.970017314352
1486,estação-tokio-joão-pessoa,Estação Tokio,False,1,Sushi Bars,4.0,-7.1549371,-34.838777,,João Pessoa,BR,PB,,4815.336827008389
1487,bessa-grill-joão-pessoa,Bessa Grill,False,5,Beach Bars; Steakhouses,3.0,-7.0657229,-34.8396601,$$$,João Pessoa,BR,PB,+55 83 3245-3502,10106.724591432196
1488,tábua-de-carnes-joão-pessoa,Tábua de Carnes,False,1,Restaurants,4.0,-7.1124582,-34.8290901,,João Pessoa,BR,PB,+55 83 3247-3561,6984.917194864142
1489,domani-joão-pessoa,Domani,False,1,Restaurants,4.0,-7.1455319,-34.8506896,,João Pessoa,BR,PB,+55 83 3235-3710,3411.283454862186
1490,buongustaio-italian-food-joão-pessoa,Buongustaio Italian Food,False,1,Restaurants,4.0,-7.1153722,-34.8802719,,João Pessoa,BR,PB,+55 83 3221-2975,3477.438248588707
1491,arca-do-bilú-joão-pessoa,Arca do Bilú,False,1,Restaurants,5.0,-7.18018,-34.80635,,João Pessoa,BR,PB,+55 83 3298-1124,3079.718333188017
1492,santa-grelha-joão-pessoa,Santa Grelha,False,1,Steakhouses,3.0,-7.099334,-34.844258,,João Pessoa,BR,PB,+55 83 3031-1150,6671.66253228671
1493,bobs-bayeux,Bob's,False,1,Diners,3.0,-7.1468401,-34.9479713,,Bayeux,BR,PB,+55 83 3232-8987,6061.339594455805
1494,texas-grill-restaurante-ltda-joão-pessoa,Texas Grill Restaurante Ltda,False,1,Restaurants,4.0,-7.0972062,-34.8343799,$$$$,João Pessoa,BR,PB,+55 83 3246-9000,7564.248991959653
1495,coffee-break-bayeux,Coffee Break,False,1,Cafes,5.0,-7.14577050767594,-34.9486311445956,,Bayeux,BR,PB,,7397.005346982771
1496,rock-burguer-joão-pessoa,Rock Burguer,False,1,Sandwiches,4.0,-7.1025801,-34.8338394,,João Pessoa,BR,PB,,7186.187877060998
1497,san-sun-joão-pessoa,San Sun,False,2,Chinese,3.0,-7.1211772,-34.8431549,,João Pessoa,BR,PB,,5115.17188918308
1498,veneza-cachaçaria-joão-pessoa,Veneza Cachaçaria,False,2,Restaurants,3.0,-7.14625,-34.83675,,João Pessoa,BR,PB,,4856.004228596727
1499,república-do-café-joão-pessoa,República do Café,False,1,Cafes,2.0,-7.1196375,-34.8583527,,João Pessoa,BR,PB,+55 83 3225-7082,3863.662104391729
1500,mcdonalds-joão-pessoa,McDonalds,False,2,Sandwiches,3.0,-7.11526012420654,-34.8610496520996,,João Pessoa,BR,PB,,4144.991735320728
1501,ilha-dourada-restaurante-cabedelo,Ilha Dourada Restaurante,False,1,Brazilian; Beer Bar,5.0,-6.987111,-34.828226,,Cabedelo,BR,PB,+55 83 98152-6300,18679.288236954493
1502,vignoli-joão-pessoa,Vignoli,False,1,Pizza,1.0,-7.117437,-34.824469,,João Pessoa,BR,PB,+55 83 3035-4800,7084.424759553916
1503,cachorro-quente-zé-joão-pessoa,Cachorro Quente Zé,False,1,Diners,5.0,-7.1303539,-34.8804245,,João Pessoa,BR,PB,+55 83 3241-1403,1812.818860664235
1504,picanha-de-ouro-joão-pessoa,Picanha de Ouro,False,2,Restaurants,3.5,-7.1195102,-34.8282509,,João Pessoa,BR,PB,+55 83 3226-3081,4836.0003960129925
1505,guaiamum-do-maurício-joão-pessoa,Guaiamum do Maurício,False,2,Seafood,4.5,-7.1284199,-34.8601189,,João Pessoa,BR,PB,,3116.5750673909192
1506,restaurante-olho-de-lula-joão-pessoa,Restaurante Olho de Lula,False,2,Restaurants,2.5,-7.1307464,-34.8223495,,João Pessoa,BR,PB,+55 83 3247-6620,6782.261453700023
1507,churrascaria-sal-e-brasa-joão-pessoa,Churrascaria Sal & Brasa,False,1,Restaurants,1.0,-7.0911388,-34.8356285,$$,João Pessoa,BR,PB,+55 83 3246-1030,7982.877332124005
1508,osaka-restaurante-chines-e-japonês-joão-pessoa,Osaka Restaurante Chines e Japonês,False,1,Restaurants,5.0,-7.1111,-34.8244062,$,João Pessoa,BR,PB,+55 83 3247-1606,7438.599581237709
1509,johnny-rockets-joão-pessoa,Johnny Rockets,False,1,Burgers,4.0,-7.11746,-34.824448,,João Pessoa,BR,PB,+55 83 3035-4700,7085.318840631397
1510,pastel-brasil-joão-pessoa,Pastel Brasil,False,1,Fast Food,1.0,-7.14625,-34.83675,,João Pessoa,BR,PB,,4856.004228596727
1511,mundial-lanches-joão-pessoa,Mundial lanches,False,3,Sandwiches; Fast Food,5.0,-7.11191753815334,-34.8232620902058,,João Pessoa,BR,PB,+55 83 3226-3277,7498.905138040288
1512,kiosque-do-kibe-joão-pessoa,kiosque do Kibe,False,1,Fast Food,3.0,-7.1184702,-34.8787689,,João Pessoa,BR,PB,,3070.65817257802
1513,gonzagas-joão-pessoa,Gonzaga's,False,1,Brazilian; Modern European,3.0,-7.147058,-34.950617,,João Pessoa,BR,PB,,7615.837432698672
1514,pinto-no-balde-joão-pessoa,Pinto no Balde,False,1,Fast Food,5.0,-7.075591,-34.834709,,João Pessoa,BR,PB,+55 83 3245-9041,9433.126017976188
1515,rest-e-pizzaria-styllus-joão-pessoa,Rest e Pizzaria Styllus,False,1,Pizza,4.0,-7.1637602,-34.8679695,,João Pessoa,BR,PB,,2442.2868272175083
1516,pizzaria-dnápoles-joão-pessoa,Pizzaria DNápoles,False,1,Pizza,3.0,-7.1579299,-34.8263893,,João Pessoa,BR,PB,,4144.991735320728
1517,acarajé-da-lú-joão-pessoa,Acarajé da Lú,False,1,Restaurants,5.0,-7.11526012420654,-34.8610496520996,,João Pessoa,BR,PB,,8310.057493115142
1518,subway-joão-pessoa-4,Subway,False,1,Fast Food; Sandwiches,5.0,-7.08570895609033,-34.8465277410757,,João Pessoa,BR,PB,,7791.562341627065
1519,kital-temaki-joão-pessoa,Kital Temaki,False,1,Sushi Bars,1.0,-7.1502312,-34.8409802,,João Pessoa,BR,PB,+55 83 98717-1821,4751.141431964749
1520,samaritana-joão-pessoa,Samaritana,False,2,Sandwiches,4.5,-7.14625,-34.83675,,João Pessoa,BR,PB,,4856.004228596727
1521,panificadora-bariloche-doces-e-massas-joão-pessoa,Panificadora Bariloche Doces e Massas,False,1,Bakeries; Sandwiches,3.0,-7.1245971,-34.8583249,,João Pessoa,BR,PB,+55 83 3225-8482,3541.0041506383363
1522,mec-massas-cabedelo,Mec Massas,False,1,Brazilian,5.0,-6.973404,-34.837033,,Cabedelo,BR,PB,+55 83 99866-0412,19868.91959968108
1523,sal-e-brasa-grill-express-joão-pessoa,Sal e Brasa Grill Express,False,1,Steakhouses,1.0,-7.09901877097296,-34.8445302654228,,João Pessoa,BR,PB,,6680.841331476749
1524,arte-da-pizza-joão-pessoa-2,Arte da Pizza,False,2,Pizza,4.5,-7.150033,-34.841236,,João Pessoa,BR,PB,+55 83 3235-8347,4469.468918039942
1525,yokan-joão-pessoa,Yokan,False,11,Japanese,3.5,-7.1210299,-34.8256607,$$,João Pessoa,BR,PB,+55 83 3247-5429,6790.119628444592
1526,mr-caipira-joão-pessoa,Mr. Caipira,False,3,Restaurants,2.5,-7.099506,-34.8326223,$$$$,João Pessoa,BR,PB,+55 83 3246-7597,7519.041646676066
1527,cumbuca-joão-pessoa,Cumbuca,False,1,Restaurants,3.0,-7.1152902,-34.8804512,,João Pessoa,BR,PB,,3479.1793309841087
1528,cachorro-quente-do-régis-joão-pessoa,Cachorro-quente do Régis,False,3,American (Traditional),3.5,-7.12613,-34.86426,,João Pessoa,BR,PB,,3326.976030471121
1529,arte-da-pizza-joão-pessoa,Arte da Pizza,False,6,Italian; Pizza,3.5,-7.1503401,-34.8406715,$,João Pessoa,BR,PB,+55 83 3235-8347,4603.03730066627
1530,caldo-de-cana-central-joão-pessoa,Caldo de Cana Central,False,1,Fast Food,5.0,-7.1196985,-34.8867722,,João Pessoa,BR,PB,+55 83 3221-5668,3029.465407791148
1531,mcdonalds-joão-pessoa-3,Mcdonald's,False,1,Diners,3.0,-7.1109061,-34.8258934,,João Pessoa,BR,PB,+55 83 3214-8101,7360.473394172419
1532,rodizio-do-paulista-joão-pessoa,Rodizio do Paulista,False,1,Pizza,5.0,-7.15198,-34.83877,,João Pessoa,BR,PB,+55 83 3235-3282,4763.230055111033
1533,bugu-lanches-joão-pessoa,Bugu Lanches,False,1,Fast Food,4.0,-7.1112499,-34.8247871,,João Pessoa,BR,PB,+55 83 3226-7044,7383.746029512674
1534,casa-do-camarão-joão-pessoa,Casa do Camarão,False,2,Seafood,3.5,-7.15488,-34.9027901,,João Pessoa,BR,PB,,7503.172375273662
1535,restaurante-sumé-cabedelo-3,Restaurante Sumé,False,1,Seafood; Brazilian,4.0,-6.97045850501658,-34.8288715510727,,Cabedelo,BR,PB,,20424.491582262348
1536,china-império-joão-pessoa,China Império,False,3,Chinese,5.0,-7.11487,-34.82656,,João Pessoa,BR,PB,,7054.224545224802
1537,subway-joão-pessoa-2,Subway,False,1,Diners,5.0,-7.0970712,-34.8342361,,João Pessoa,BR,PB,+55 83 3048-1035,7567.017781319208
1538,camarão-e-cia-joão-pessoa,Camarão e Cia,False,1,Seafood,4.0,-7.11526012420654,-34.8610496520996,,João Pessoa,BR,PB,+55 83 2106-6061,4144.991735320728
1539,pastel-brasil-joão-pessoa-2,Pastel Brasil,False,2,Fast Food,2.5,-7.1462498,-34.83675,,João Pessoa,BR,PB,,4856.004228596727
1540,clube-cabo-branco-joão-pessoa,Clube Cabo Branco,False,1,Stadiums & Arenas; Restaurants,4.0,-7.11532,-34.8610512,,João Pessoa,BR,PB,+55 83 3224-3492,4144.991735320728
1541,cassino-da-lagoa-joão-pessoa,Cassino da Lagoa,False,1,Restaurants,3.0,-7.1184702,-34.8787689,,João Pessoa,BR,PB,,3070.65817257802
1542,san-sun-restaurante-joão-pessoa,San Sun Restaurante,False,1,Restaurants,4.0,-7.1209695,-34.8430473,,João Pessoa,BR,PB,+55 83 3243-0364,5115.17188918308
1543,lion-crepe-francês-joão-pessoa,Lion Crepe Francês,False,1,Pizza,2.0,-7.1153135,-34.8229332,$$,João Pessoa,BR,PB,+55 83 3247-2805,7361.564076176233
1544,baiano-self-service-joão-pessoa,Baiano Self Service,False,1,Restaurants,4.0,-7.0986896,-34.8430298,,João Pessoa,BR,PB,+55 83 3246-6667,6811.98598640236
1545,la-casserolle-joão-pessoa,La Casserolle,False,2,Latin American,3.5,-7.11526,-34.86108,$$,João Pessoa,BR,PB,,3947.978767578744
1546,bonaparte-joão-pessoa,Bonaparte,False,2,Restaurants,3.0,-7.0976527,-34.8411582,$,João Pessoa,BR,PB,+55 83 2106-6151,7031.581363078096
1547,chinatown-joão-pessoa,Chinatown,False,1,Chinese,5.0,-7.0970201,-34.8346291,,João Pessoa,BR,PB,,6689.422209718407
1548,tree-house-cabedelo,Tree House,False,2,Tapas/Small Plates; Lounges; Fast Food,3.5,-7.02527,-34.848,,Cabedelo,BR,PB,+55 8388732029,13485.884028262317
1549,churrasquinho-do-ivanildo-joão-pessoa,Churrasquinho do Ivanildo,False,1,Steakhouses; Beer Bar,5.0,-7.0954384,-34.8638222,,João Pessoa,BR,PB,+55 8388166921,7031.951240173804
1550,gulliver-mar-restaurante-joão-pessoa,Gulliver Mar Restaurante,False,1,Seafood,2.0,-7.145816,-34.804249,,João Pessoa,BR,PB,+55 83 3578-6108,8533.682163285264
1551,la-tavernetta-joão-pessoa,La Tavernetta,False,1,Italian,4.0,-7.1255102,-34.8237381,,João Pessoa,BR,PB,+55 83 3247-8481,7210.419047225676
1552,coelhos-restaurante-joão-pessoa,Coelho's Restaurante,False,4,Brazilian,4.0,-7.1454488,-34.8480297,,João Pessoa,BR,PB,+55 83 3235-2859,3704.898692782757
1553,lanchonete-do-amiguinho-joão-pessoa,Lanchonete do Amiguinho,False,1,Fast Food,3.0,-7.1375899,-34.8527985,,João Pessoa,BR,PB,,2477.689380859603
1554,china-in-box-joão-pessoa-2,China in Box,False,2,Chinese,3.0,-7.119908,-34.848367,,João Pessoa,BR,PB,+55 83 3244-0800,4711.916489294902
1555,mcdonalds-joão-pessoa-4,McDonald's,False,1,Fast Food; Burgers,2.0,-7.119721,-34.829899,,João Pessoa,BR,PB,+55 83 3247-5920,6435.612397272507
1556,mister-pizza-joão-pessoa-2,Mister Pizza,False,1,Pizza,5.0,-7.097815,-34.8416748,,João Pessoa,BR,PB,+55 83 2106-6131,7031.581363078096
1557,maison-savoir-joão-pessoa,Maison Savoir,False,1,Cafes,5.0,-7.1214593,-34.8333036,,João Pessoa,BR,PB,+55 83 3224-0707,6020.795656734926
1558,fava-praia-joão-pessoa,Fava Praia,False,1,Latin American; Fashion,4.0,-7.114617,-34.8226079,,João Pessoa,BR,PB,+55 83 3226-4920,7412.631777610664
1559,tartaruga-lanches-joão-pessoa,Tartaruga Lanches,False,4,Sandwiches,3.5,-7.11526012420654,-34.8610496520996,,João Pessoa,BR,PB,,4144.991735320728
1560,big-portuga-joão-pessoa,Big Portuga,False,2,Sandwiches,4.0,-7.11526012420654,-34.8610496520996,,João Pessoa,BR,PB,,4144.991735320728
1561,camarão-da-praia-joão-pessoa,camarão da praia,False,1,Seafood,5.0,-7.10413,-34.8299,,João Pessoa,BR,PB,,6689.422209718407
1562,recanto-do-picui-cabedelos,Recanto do Picui,False,1,Northeastern Brazilian,3.0,-7.040858,-34.844636,,Cabedelos,BR,PB,+55 83 3248-1400,12437.804392382115
1563,doce-encanto-lanchonete-e-self-service-joão-pessoa,Doce Encanto Lanchonete e Self Service,False,1,Fast Food,3.0,-7.1202765,-34.8821564,,João Pessoa,BR,PB,+55 83 3221-4395,2939.1722334244496
1564,kibe-do-paulista-joão-pessoa,Kibe do Paulista,False,1,Fast Food,3.0,-7.1214499,-34.8715897,,João Pessoa,BR,PB,,3029.5608076291364
1565,badionaldo-cabedelo,Badionaldo,False,3,Brazilian,3.5,-7.0235701,-34.8305206,,Cabedelo,BR,PB,,15006.17005860848
1566,dnapolles-joão-pessoa,DNapolles,False,1,Italian,4.0,-7.11057,-34.8311615,,João Pessoa,BR,PB,,6812.817126441964
1567,vila-cariri-joão-pessoa,Vila Cariri,False,4,Bars; Restaurants,3.5,-7.1013441,-34.8386269,$$,João Pessoa,BR,PB,+55 83 3268-1636,6929.049225977973
1568,fina-fatia-joão-pessoa,Fina Fatia,False,2,Cafes; Diners,4.0,-7.1139003,-34.826499,$$,João Pessoa,BR,PB,+55 83 3226-1083,7079.222888776707
1569,delta-expresso-bayeux,Delta Expresso,False,1,Cafes,2.0,-7.14552478983688,-34.9482574230948,,Bayeux,BR,PB,+55 81 3198-5950,7356.141937878084
1570,boteco-são-gonçalo-joão-pessoa,Boteco São Gonçalo,False,2,American (Traditional),4.5,-7.1025801,-34.8338394,,João Pessoa,BR,PB,,6931.593320482464
1571,bar-e-restaurante-pote-de-barro-lucena,Bar e Restaurante Pote de Barro,False,1,Restaurants,3.0,-6.9321442,-34.8677254,,Lucena,BR,PB,+55 83 3293-1949,20791.05563592652
1572,pizzaria-d-nápoles-joão-pessoa,Pizzaria D'Nápoles,False,1,Italian,3.0,-7.11532,-34.8610512,,João Pessoa,BR,PB,+55 83 3246-1221,4144.991735320728
1573,click-sushi-joão-pessoa,Click Sushi,False,1,Japanese; Health Markets,5.0,-7.0970201,-34.8346291,,João Pessoa,BR,PB,,7158.408600044078
1574,donana-joão-pessoa,Don'ana,False,1,Steakhouses,3.0,-7.1195102,-34.8282509,,João Pessoa,BR,PB,,4836.0003960129925
1575,jm-lanches-joão-pessoa,JM Lanches,False,1,Sandwiches,4.0,-7.14625,-34.83675,,João Pessoa,BR,PB,,4856.004228596727
1576,mister-pizza-joão-pessoa,Mister Pizza,False,3,Italian,3.5,-7.1195102,-34.8282509,,João Pessoa,BR,PB,,4836.0003960129925
1577,restaurante-e-pizzaria-aida-joão-pessoa,Restaurante e Pizzaria Aida,False,1,Restaurants,2.0,-7.1433067,-34.8136406,,João Pessoa,BR,PB,+55 83 3247-3482,7521.775466735327
1578,salgado-dos-bancários-joão-pessoa,Salgado dos Bancários,False,1,Fast Food,3.0,-7.14625,-34.83675,,João Pessoa,BR,PB,,4856.004228596727
1579,dom-spozzito-pizzaria-joão-pessoa,Dom Spozzito Pizzaria,False,2,Pizza,4.0,-7.09436762046382,-34.837345071137,,João Pessoa,BR,PB,+55 83 3246-6656,7581.453101241846
1580,flamboian-restaurant-joão-pessoa,Flamboian Restaurant,False,1,Restaurants,5.0,-7.0998416,-34.8362122,,João Pessoa,BR,PB,+55 83 3246-8949,7216.13719726522
1581,vem-ká-joão-pessoa,Vem-ká,False,1,Fast Food,3.0,-7.1463699,-34.8448982,,João Pessoa,BR,PB,,4015.960948592405
1582,vila-cariri-com-de-alimentos-ltda-joão-pessoa,Vila Cariri Com de Alimentos Ltda,False,2,Restaurants,3.0,-7.101332,-34.8383615,$,João Pessoa,BR,PB,+55 83 3268-1636,6929.049225977973
1583,sr-costela-joão-pessoa,Sr. Costela,False,1,Steakhouses,4.0,-7.0787101,-34.8308411,,João Pessoa,BR,PB,,8714.85246860723
1584,pizza-mia-joão-pessoa,Pizza Mia,False,2,Italian,1.5,-7.1255102,-34.8237381,,João Pessoa,BR,PB,,7210.419047225676
1585,tia-rita-joão-pessoa,Tia Rita,False,1,Restaurants,3.0,-7.1102972,-34.823719,,João Pessoa,BR,PB,+55 83 3226-2373,7564.106187086848
1586,buongustaio-joão-pessoa,Buongustaio,False,3,Italian,4.5,-7.0975399,-34.8393707,$$,João Pessoa,BR,PB,,7531.822998549375
1587,china-praia-restaurante-joão-pessoa,China Praia Restaurante,False,1,Restaurants,5.0,-7.0971719,-34.8344177,,João Pessoa,BR,PB,+55 83 3246-6643,7564.144457858732
1588,churrascaria-júnior-do-picuí-cabedelo,Churrascaria Júnior do Picuí,False,1,Steakhouses,3.0,-6.97895248010581,-34.8347984301865,,Cabedelo,BR,PB,,19336.132195832342
1589,amazonia-mix-joão-pessoa,Amazonia Mix,False,1,Fast Food,4.0,-7.118854,-34.8237953,,João Pessoa,BR,PB,,7105.189890268937
1590,palace-grill-restaurante-joão-pessoa,Palace Grill Restaurante,False,1,Restaurants,3.0,-7.1195007,-34.8256725,,João Pessoa,BR,PB,+55 83 3247-2032,6862.989339141913
1591,recanto-do-peixe-na-brasa-lucena,Recanto do Peixe na Brasa,False,1,Seafood,2.0,-6.964376,-34.8555045581754,,Lucena,BR,PB,+55 83 98714-8640,20458.287958502355
1592,lyon-joão-pessoa,Lyon,False,9,Italian; Creperies,3.5,-7.1153135,-34.8229332,$$,João Pessoa,BR,PB,+55 83 3247-2805,7054.224545224802
